id,text,timestamp,city,state_id,state_name,county_name,lat,lng
1079510670805221377,"Power outage on the island, mostly in Saint Laurent, roughly 1,900 customers affected. Electricity expected back by 7 PM: Hydro Quebec",2018-12-30 22:52:54,Richmond,ME,Maine,Sagadahoc,44.1056,-69.8117
1079510591642001408,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/46zcnDEkq2,2018-12-30 22:52:36,Houlton,ME,Maine,Aroostook,46.1215,-67.8322
1079510074673057792,Power outage again and call was closed. call with ref CPWEB2377712 has been updated to:Completed. This is NOT resolved,2018-12-30 22:50:32,Long Hill,CT,Connecticut,New London,41.3536,-72.0517
1079509465379016705,"I miss island living
Chicken causes brief power outage on Sunday, Dec. 16 https://www.guampdn.com/story/news/2018/12/17/chicken-causes-power-outage-guam/2332887002/ … via @guampdn",2018-12-30 22:48:07,Suffield Depot,CT,Connecticut,Hartford,41.983,-72.6463
1079508522134630400,"If you survived poor power outage, Lagos traffic & Death trapped caused by fuel Tankers, Boko Haram, Unpaid/half salaries, diseases caused by VisionScape in 2018.....I salute you.",2018-12-30 22:44:22,Taunton,MA,Massachusetts,Bristol,41.9036,-71.0943
1079508447685681152,"Wastewater, Sewage Flows into Lavon Lake After Power Outage https://www.nbcdfw.com/news/local/Wastewater-Sewage-Dumped-into-Lavon-Lake-After-Power-Outage-503685961.html … via @nbcdfw",2018-12-30 22:44:04,Turners Falls,MA,Massachusetts,Franklin,42.5975,-72.5573
1079508149202169857,We're so sorry for the trouble this morning. The Denver Airport experienced a power outage that impacted the checkin process. We'll do our best to make it up to you in the future! -Linnea,2018-12-30 22:42:53,Winslow,ME,Maine,Kennebec,44.5277,-69.5768
1079506753761480707,"Monday is a ""First Alert Weather Day"" here in Rochester as winds will be gusting over 50mph as we head towards mid-night on New Years Eve. Downed trees and power outages are a possibility so plan accordingly. pic.twitter.com/qOFczqFNwY",2018-12-30 22:37:21,Winona,NH,New Hampshire,Belknap,43.6662,-71.5581
1079506561930805248,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/DubQ3ZNlzq,2018-12-30 22:36:35,Sturbridge,MA,Massachusetts,Worcester,42.1001,-72.0635
1079505512939409408,"Power outages in Sandton, Cederberg, Athlone, PMB, Athlone CT, Benoni, Phoenix, Merebank, Chatsworth around 23:10 #ESKOM @Abramjee @KhuluPhasiwe @CityofJoburgZA @CityofCT @ILuvDBN @EskomSePush @Eskom_SA",2018-12-30 22:32:25,Scituate,MA,Massachusetts,Plymouth,42.1867,-70.7355
1079505314620203008,*....power outages will NOT have... https://twitter.com/Khethodolo/status/1079504238919798790 …,2018-12-30 22:31:37,Wytopitlock,ME,Maine,Aroostook,45.6406,-68.0756
1079505204045848576,Sin energía eléctrica varias calles en #Condado incluyendo la Calle Conveniencia y Rosriguez Serra/Power outage in many #Condado streets including Conveniencia and Rodz Serra streets. @AEEONLINE #SanJuan #PuertoRico,2018-12-30 22:31:11,Nutting Lake,MA,Massachusetts,Middlesex,42.5379,-71.2689
1079504238919798790,"Next year this time, I will be country hopping with my husband. Power outages will have me up and shaking in my boots 
#DearGod #UniverseYouHearMe",2018-12-30 22:27:21,Ashaway,RI,Rhode Island,Washington,41.4259,-71.7852
1079504195189846016,@apsFYI I've looked at your outage map for today 12/30 it shows 1 outage affecting 850 people; there are close to 2000 in our area of Cordes/Mayer/Spring  Valley/Poland that have no power. What's up?  More info please!,2018-12-30 22:27:11,Cabot,VT,Vermont,Washington,44.4049,-72.3116
1079502293635158024,"Just last week New York & Louisiana experience interruptions of electricity due to explosion in the power grid.. Montana, Colorado and Idaho also reported outages in Medical Communications, Internet, ATM, 911 and other essentials. pic.twitter.com/IpPWUw2cc7",2018-12-30 22:19:37,Woodville,MA,Massachusetts,Middlesex,42.2376,-71.562
1079502175276023813,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/5bi3lkkrMs,2018-12-30 22:19:09,Haverhill,MA,Massachusetts,Essex,42.7838,-71.0871
1079502033974185985,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/rDCrI4LsTu,2018-12-30 22:18:35,West Wareham,MA,Massachusetts,Plymouth,41.79,-70.755
1079501468217065472,"@KenyaPower_Care experiencing a power outage. Location, ngumo area. AC no/ 01450477201",2018-12-30 22:16:20,City of Milford (balance),CT,Connecticut,New Haven,41.2253,-73.0624
1079501151874146304,"@realDonaldTrump Sorry.  Hey, I was wondering what if anything is being done to ensure these power incidents don't continue occuring, causing fires & power outages, etc.? Is there a federal agency to oversee the power companies who are having all of these accidents?",2018-12-30 22:15:05,Upton,MA,Massachusetts,Worcester,42.1764,-71.6141
1079501051215015937,Much Worse Then What We Are Saying Power Outages CHAOS Riots orders all from Owls Den Top FreeMasons RICHEST Families OLD FAILED NWO GLOBAL ELITES ARE ZIONISTS  Releasing PRISIONERS To Create MORE CRIME And FEAR PROJECT DECEPTION plan to Destroy America 5 Eyes Plus Plus PURE EVIL,2018-12-30 22:14:41,Burlington,MA,Massachusetts,Middlesex,42.5022,-71.2027
1079500959607328768,SCEG power outage map now indicating less than 20 customers are affected. We lost power at the station earlier but it’s come back on in the past 10 or so minutes. #CHSNews,2018-12-30 22:14:19,Oxford,MA,Massachusetts,Worcester,42.1162,-71.8705
1079500837158825985,"Past performance does not guarantee future results, but some perspective on Duluth East's seeming power outage: their 3.4 December GPG is their second-highest total in the past six seasons. Only last season was higher. Welcome to Mike Randolph hockey.",2018-12-30 22:13:50,Newburyport,MA,Massachusetts,Essex,42.8124,-70.8879
1079499974830886912,This thing of power outages can suck my dick.,2018-12-30 22:10:24,West Stewartstown,NH,New Hampshire,Coos,44.9906,-71.5309
1079499835034796033,"Power outage affects nearly 1,700 in Kaneohe https://wsoe.org/power-outage-affects-nearly-1700-in-kaneohe/ …",2018-12-30 22:09:51,White River Junction,VT,Vermont,Windsor,43.6496,-72.3239
1079498567285260288,"From a city-wide, days-long power outage to a moose on the loose on the Queensway, here's what was in Ottawa's heart and mind in 2018.

Here's hoping 2019 won't be as crazy  https://ottawastart.com/what-ottawa-was-obsessed-with-in-2018-a-year-end-list/ …",2018-12-30 22:04:49,Collinsville,CT,Connecticut,Hartford,41.819,-72.922
1079498446153936896,"Power outage affects nearly 1,700 in Kaneohe http://bit.ly/2Ant6Cx pic.twitter.com/v2ArRNr0Sj",2018-12-30 22:04:20,Bar Mills,ME,Maine,York,43.6131,-70.5498
1079498349756248064,Putting together the shopping list after the power outage then the weekend out of town and we need... everything. pic.twitter.com/CvRuKQM1LL,2018-12-30 22:03:57,Lyons Plain,CT,Connecticut,Fairfield,41.2251,-73.3462
1079498267350745093,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/9WkX8T1yh3,2018-12-30 22:03:37,North Sutton,NH,New Hampshire,Merrimack,43.364,-71.9395
1079497548119900162,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/Gfmx4BtNSW,2018-12-30 22:00:46,Wauregan,CT,Connecticut,Windham,41.75,-71.9091
1079496217128779776,"Ahh,,,finally back! Great Internet outage, power outage, and I'm in the boonies so get power last outage. Waving...anybody miss me? LOL I'm back to annoy! #amwriting #writercommunity",2018-12-30 21:55:28,Misquamicut,RI,Rhode Island,Washington,41.3237,-71.822
1079495484564217856,Uh-oh Yetis are attracted to power outages! Be safe!,2018-12-30 21:52:34,South Eliot,ME,Maine,York,43.1287,-70.7952
1079495268897239040,"Power Outage: 06:43: (105 premises) - Deakin Avenue, Mildura - Restoration: 11:00 31-12-2018 Cause: Under investigation See https://www.powercor.com.au/power-outages  #vicPower",2018-12-30 21:51:42,Rockport,MA,Massachusetts,Essex,42.645,-70.616
1079495267521449985,Power Outage: 8:33AM: (208 premises) - RESERVOIR - Multiple Streets Affected - ETA restoration: 12:33PM - Poss cause: Under Investigation See http://jemena.com.au/supply-interruptions/electricity … #vicPower,2018-12-30 21:51:42,New Preston,CT,Connecticut,Litchfield,41.6813,-73.3523
1079494420435795968,"@CityPowerJhb, can I get an update on the power outage in Noordwyk Midrand. CPWEB2377693. When is power expected to return?",2018-12-30 21:48:20,Plymouth,MA,Massachusetts,Plymouth,41.9539,-70.6693
1079494266198650881,WARNING! What's behind the Power Outage In New York and Who's Controlling It?: http://youtu.be/7VDQU3hRV98?a  via @YouTube,2018-12-30 21:47:43,Washburn,ME,Maine,Aroostook,46.786,-68.1447
1079494228064026624,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/4pX10RPCpC,2018-12-30 21:47:34,Portage,ME,Maine,Aroostook,46.7631,-68.4759
1079493597756567552,"Power outage reported at Kahawa, Kenya.(kahawa)",2018-12-30 21:45:04,Winthrop,ME,Maine,Kennebec,44.3129,-69.9649
1079493555997929472,"On the third day of Christmas my true love gave to me:

Three runway snow plows
Two plane de-icings
AND A CITY WIDE POWER OUTAGE.",2018-12-30 21:44:54,White Horse Beach,MA,Massachusetts,Plymouth,41.9309,-70.5578
1079493057043677184,"@KenyaPower_Care Power outage in Kahawa West, Nairobi. Please assist.",2018-12-30 21:42:55,Esmond,RI,Rhode Island,Providence,41.8723,-71.4945
1079492658098253824,"Everyone needs to look at what's happening around them and the US. Stop paying attention to the politicians and politics. It's just to get your attention. The power outages that's knocked out 911 services,strange blue lights in NY and Louisiana, troops all coming home same time",2018-12-30 21:41:20,Melvin Village,NH,New Hampshire,Carroll,43.6894,-71.3033
1079492373133049856,Power outage in Lansdowne area.,2018-12-30 21:40:12,Coventry,RI,Rhode Island,Kent,41.7001,-71.6828
1079492036858912773,"@Eskom_SA Please advise URGENTLY...there is a POWER outage in Chase Valley Heights, Pietermaritzburg...when will the power be restored?",2018-12-30 21:38:52,Henniker,NH,New Hampshire,Merrimack,43.1815,-71.8188
1079491880914694144,This power outage is saying I should sleep,2018-12-30 21:38:15,Popponesset Island,MA,Massachusetts,Barnstable,41.5853,-70.4587
1079491428030402560,Ich mag das @YouTube-Video: http://youtu.be/At0advb9_fA?a  Powering stuff when there is a power outage,2018-12-30 21:36:27,Bar Mills,ME,Maine,York,43.6131,-70.5498
1079491125398900738,"Also monitoring the potential for gusty winds along with the rain across the #Rochester area Monday evening-Tuesday morning.  Gusts could be on the order of 60-65 mph, which are strong enough to bring down trees and power lines and cause power outages.  #WxOnThe1s @SPECNewsROCpic.twitter.com/RY1p0rXC7X",2018-12-30 21:35:14,Peterborough,NH,New Hampshire,Hillsborough,42.879,-71.9593
1079490819072118784,"@CityofCT Power outage in Plattekloof, Parow: Kensington Crescent.",2018-12-30 21:34:01,Wilsons Mills,ME,Maine,Oxford,44.9381,-71.0354
1079490474753298432,"@CityPowerJhb major power outage in Noordwyk. Streets out:
Mahogany (ref CP2305578); Kiaat; Blombos (ref CP2305595): Anaboom; 
Cedar; Cypress; Barclay; Acacia St West; Birch; Tambotie Crescent
Poplar (ref CPWEB2377703); Country View EXT 1 & 2 and Silvertree. Ref CPWEB2377701)",2018-12-30 21:32:39,North Falmouth,MA,Massachusetts,Barnstable,41.6395,-70.626
1079490460681469953,I added a video to a @YouTube playlist http://youtu.be/7VDQU3hRV98?a  WARNING! What's behind the Power Outage In New York and Who's,2018-12-30 21:32:36,Barre,MA,Massachusetts,Worcester,42.423,-72.1064
1079490449155522560,Isaa national blackout lol,2018-12-30 21:32:33,Carolina,RI,Rhode Island,Washington,41.4625,-71.6585
1079490268225777664,"Power outage in cedeberg citrusdal , municipality blames #Eskom",2018-12-30 21:31:50,North Windham,ME,Maine,Cumberland,43.8238,-70.4288
1079490229810155525,"@CityPowerJhb 
Help. Power outage in Area.
City Power call ref is CPWEB2377712",2018-12-30 21:31:41,Nabnasset,MA,Massachusetts,Middlesex,42.6126,-71.4203
1079490104450826240,Apparently #denverairport had a power outage I wonder how??? pic.twitter.com/zjtP9aiN7S,2018-12-30 21:31:11,Mexico,ME,Maine,Oxford,44.555,-70.5364
1079489825659633664,"Power outage reported at Kahawa Rd, Kenya.(kahawa road kahawa)",2018-12-30 21:30:05,East Douglas,MA,Massachusetts,Worcester,42.0779,-71.7121
1079489610093215744,"Adulting for me is: experiencing a power outage, attempting to write it in on the website, have it not find me, refusing to call it in because I dont want to talk to anyone directly, packing my dog up, go to my moms house in my dirty hooded sweatshirt, make a cup of coffee...",2018-12-30 21:29:13,Topsfield,MA,Massachusetts,Essex,42.6393,-70.9551
1079489400524951553,"Sorry I haven't posted a Twitter update in a while.

Power Outage Update
All art is in, all design is done, we're now in editing mode.

Of the 10 or so sections that need to be reviewed, all are nearly done. 
1/2",2018-12-30 21:28:23,Enosburg Falls,VT,Vermont,Franklin,44.9083,-72.8029
1079489112594399232,"We are aware of the power outage in your area, Technicians will be dispatched to work on restorations.^NJ",2018-12-30 21:27:15,Vergennes,VT,Vermont,Addison,44.1664,-73.2555
1079489050447433734,"Hamilton and Bathgate, ND: An outage is affecting customers in your area. Crews are working to restore power. We expect the outage may be several hours as we work to safely make repairs. Thank you for your patience! Questions? Call us at 800-257-4044. pic.twitter.com/WxYMYwmACH",2018-12-30 21:27:00,Clinton,MA,Massachusetts,Worcester,42.4182,-71.6855
1079488991521574913,"Watch ""WARNING! What's behind the Power Outage In New York and Who's Controlling It?"" on YouTube https://youtu.be/7VDQU3hRV98 ",2018-12-30 21:26:46,Groton Long Point,CT,Connecticut,New London,41.3145,-72.0087
1079488893135847424,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/gEjBAIp0vR,2018-12-30 21:26:22,Southwest Harbor,ME,Maine,Hancock,44.2784,-68.3282
1079488594971148290,"Power outage again in Welgelegen. Last one was Friday night. Been holding for over 10 min to report it. Feels like living in Jozi again... 

@CityofCTAlerts @CityofCT",2018-12-30 21:25:11,Newcastle,ME,Maine,Lincoln,44.0426,-69.5361
1079488189574889474,"Wastewater, Sewage Flows into Lavon Lake After Power Outage http://on.nbcdfw.com/c8HEs2c pic.twitter.com/01hUPfMevm",2018-12-30 21:23:34,Malden,MA,Massachusetts,Middlesex,42.4305,-71.0576
1079487851430064128,@CityofCT @Eskom_SA power outage in Hanover Park - what’s happening?,2018-12-30 21:22:14,Gales Ferry,CT,Connecticut,New London,41.4212,-72.0858
1079487369647144961,@CityofCTAlerts power outage in plattekloof? What’s the issue?,2018-12-30 21:20:19,Topstone,CT,Connecticut,Fairfield,41.2959,-73.449
1079486877017743367,"Video: Electrical explosions, sparks light up Kenner sky before power outages http://www.wwltv.com/article/news/local/jefferson/video-electrical-explosions-sparks-light-up-kenner-sky-before-power-outages/289-64c3b654-0d8e-4bb9-b9e1-83d27ea5a247 …",2018-12-30 21:18:22,North Westport,MA,Massachusetts,Bristol,41.654,-71.0927
1079485955411709953,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/8hEK4BwlDB,2018-12-30 21:14:42,Smith Mills,MA,Massachusetts,Bristol,41.6432,-70.992
1079485783852101638,@CityPowerJhb please provide reason for power outage in Lenasia South,2018-12-30 21:14:01,Gleasondale,MA,Massachusetts,Middlesex,42.4062,-71.5267
1079485759554547721,"@City_Ekurhuleni power outage in spruitview guys, what's wrong?",2018-12-30 21:13:55,Weatogue,CT,Connecticut,Hartford,41.8459,-72.8294
1079485671818039296,Wow power outage when I need to charge my phone ,2018-12-30 21:13:34,Amherst,NH,New Hampshire,Hillsborough,42.8637,-71.6239
1079485445178703872,"Portrait received and approved!
After our big storms and power outages,  I  appreciate all BC Hydro workers more than ever!
#portraitcommission #claysculpture #bchydro https://www.instagram.com/p/BsBrANYBKxJ/?utm_source=ig_twitter_share&igshid=uaht5z4mtb8y …",2018-12-30 21:12:40,Tiverton,RI,Rhode Island,Newport,41.6471,-71.1971
1079485260868567045,Lol nice try it was weather related high winds cause power outages,2018-12-30 21:11:56,Wells River,VT,Vermont,Orange,44.1537,-72.0617
1079484911763898369,*RED PILL AWAKEN: POWER OUTAGE! In Canada. Its happening! Get Ready... https://youtu.be/F4_zNWQutzw ,2018-12-30 21:10:33,Manville,RI,Rhode Island,Providence,41.9698,-71.4737
1079484371634135041,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/ke2bJaZCX2,2018-12-30 21:08:24,Newfane,VT,Vermont,Windham,42.9875,-72.6549
1079483669960712192,"benefits of a 25 kW removable battery
(1 Energy efficiency on every day commute (less weight) 
(2 Home battery storage for power outage..(charging at night)
(3 Faster DC to DC charging (supercharging)
Swapping A 25 kW to battery may be more simple easy with no infrastructure",2018-12-30 21:05:37,Berlin,NH,New Hampshire,Coos,44.4871,-71.2601
1079483587643219968,"If you were trying to call the bookstore this morning to book your festival tickets, we had a power outage for a few hours but we are have  our power back now. 1-250-539-3340....",2018-12-30 21:05:17,Middlebury,VT,Vermont,Addison,44.0079,-73.1575
1079483441765404672,When the foreigners experience power outage  pic.twitter.com/5Uc1j1ymLE,2018-12-30 21:04:43,Exeter,NH,New Hampshire,Rockingham,42.9776,-70.9466
1079483125883912192,"Read Power outage across Rancho Bernardo, neighboring communities: https://pb.fyi/4FHw ",2018-12-30 21:03:27,Lincoln,ME,Maine,Penobscot,45.3627,-68.4996
1079482068638281738,Another power outage. Another lost growth curve. pic.twitter.com/qk8PM9eXfr,2018-12-30 20:59:15,Hull,MA,Massachusetts,Plymouth,42.2863,-70.8831
1079481984852869123,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/lG5t7aacRs,2018-12-30 20:58:55,Rockwood,ME,Maine,Somerset,45.6778,-69.7409
1079481734817697792,"PG&E says 1,490 customers near Trinidad are experiencing a power outage. The power went off at my house for 2 or 3 minutes but came back on. I'm about a mile south of Trinidad proper.  PG&E gave me a robo  call at about 12:53 pm. The outage was about 12:45 pm. pic.twitter.com/MLpD7nnszU",2018-12-30 20:57:56,East Barre,VT,Vermont,Washington,44.1498,-72.4498
1079481638084587520,"CLOSED DUE TO POWER OUTAGE, SUNDAY DEC. 30 http://p0.vresp.com/2v72TF  #vr4smallbiz",2018-12-30 20:57:32,North Attleboro,MA,Massachusetts,Bristol,41.9834,-71.3328
1079481398405316610,"No need, there was a power outage in big parts of the area where the cabin is. But it’s back now  ",2018-12-30 20:56:35,Bath,ME,Maine,Sagadahoc,43.9346,-69.8346
1079481068661682176,"THE TRUTH BEHIND CRAZY ESTIMATED BILLINGS AND POWER OUTAGES IN NIGERIA

Babatunde Raji Fashola:

To all those who daily engage me on the power situation in their respective places of abode and their experience... https://www.facebook.com/100010780870280/posts/752756885093667/ …",2018-12-30 20:55:17,Dover,MA,Massachusetts,Norfolk,42.2475,-71.2741
1079480936062840832,"I'm very sorry to hear you're impacted by the power outage in Denver, and apologize for the inconvenience caused. The airport officials are currently working diligently to restore service, but don't have an estimated time of resolution to share just yet. -Kayla",2018-12-30 20:54:45,South Royalton,VT,Vermont,Windsor,43.8123,-72.5156
1079480109558448129,"In and out of urgent care in an hour, despite a power outage there. That has to be a record. Plus, everyone's okay!",2018-12-30 20:51:28,Oakland,ME,Maine,Kennebec,44.5499,-69.7078
1079480004382261252,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/8xxk3kT5mM,2018-12-30 20:51:03,Easthampton,MA,Massachusetts,Hampshire,42.2668,-72.669
1079480002499014657,Nah. Enjoy the power outage and recharge yourself.,2018-12-30 20:51:03,Old Town,ME,Maine,Penobscot,44.9491,-68.7249
1079479352402894849,Barely drizzled and there is power outage- kindly sort this out,2018-12-30 20:48:28,East Falmouth,MA,Massachusetts,Barnstable,41.5707,-70.5556
1079478016693043200,So was that your Russian bosses or North Korean friends with the 911 outages and the newspaper printing hacks? What about the Queens power plant? Are they sending you a message? Or the rest of us?  Seems like you should be on top of this instead of sulking and tweeting bs.,2018-12-30 20:43:09,Damariscotta,ME,Maine,Lincoln,44.0232,-69.5216
1079477140570152961,"So there’s a power outage at the cabin. The 140 year old cabin up in the mountains, far away from people. And while we’ve been watching chess, drinking wine and playing cards, the entire cabin and the area around has been covered with snow. And my phone is at 10%. Bye. Forever. pic.twitter.com/xzejl0dq2S",2018-12-30 20:39:40,Dickey,ME,Maine,Aroostook,47.1095,-69.0864
1079475736342343680,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/Pw5KT68lHl,2018-12-30 20:34:05,Cranston,RI,Rhode Island,Providence,41.7658,-71.4858
1079475520624939013,"Wind advisory issued for Northbay hills over 1000ft & as low as 500 w/ occasional gusts @ valley floors from late this evening (Sun 12/30) to Tues(1/1) AM. North 20-35 mph winds w/ gusts to 60. 
- Secure loose objects
- prepare for power outages 
- Report down power lines to 911 pic.twitter.com/ZfuOAQGgS0",2018-12-30 20:33:14,Cumberland Center,ME,Maine,Cumberland,43.7982,-70.2541
1079475262650310656,Seeing the push notification I wanted to visit blaze to get food and definitely a few of the lil snores but my wood lake square location was closed due to power outage ,2018-12-30 20:32:12,Oakville,CT,Connecticut,Litchfield,41.5923,-73.0858
1079473495715823617,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/MuoBMZsqcM,2018-12-30 20:25:11,Manchester,CT,Connecticut,Hartford,41.7801,-72.5192
1079472492207636485,"Thank you! It's a superhero themed tabletop RPG for kids, called Power Outage. Should hopefully be getting released soon.",2018-12-30 20:21:12,Stowe,VT,Vermont,Lamoille,44.4662,-72.6853
