,id,text,timestamp
61,1079495267521449985,Power Outage: 8:33AM: (208 premises) - RESERVOIR - Multiple Streets Affected - ETA restoration: 12:33PM - Poss cause: Under Investigation See http://jemena.com.au/supply-interruptions/electricity … #vicPower,2018-12-30 21:51:42
62,1079494420435795968,"@CityPowerJhb, can I get an update on the power outage in Noordwyk Midrand. CPWEB2377693. When is power expected to return?",2018-12-30 21:48:20
63,1079494266198650881,WARNING! What's behind the Power Outage In New York and Who's Controlling It?: http://youtu.be/7VDQU3hRV98?a  via @YouTube,2018-12-30 21:47:43
64,1079494228064026624,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/4pX10RPCpC,2018-12-30 21:47:34
65,1079493597756567552,"Power outage reported at Kahawa, Kenya.(kahawa)",2018-12-30 21:45:04
66,1079493555997929472,"On the third day of Christmas my true love gave to me:

Three runway snow plows
Two plane de-icings
AND A CITY WIDE POWER OUTAGE.",2018-12-30 21:44:54
67,1079493057043677184,"@KenyaPower_Care Power outage in Kahawa West, Nairobi. Please assist.",2018-12-30 21:42:55
68,1079492658098253824,"Everyone needs to look at what's happening around them and the US. Stop paying attention to the politicians and politics. It's just to get your attention. The power outages that's knocked out 911 services,strange blue lights in NY and Louisiana, troops all coming home same time",2018-12-30 21:41:20
69,1079492373133049856,Power outage in Lansdowne area.,2018-12-30 21:40:12
70,1079492036858912773,"@Eskom_SA Please advise URGENTLY...there is a POWER outage in Chase Valley Heights, Pietermaritzburg...when will the power be restored?",2018-12-30 21:38:52
71,1079491880914694144,This power outage is saying I should sleep,2018-12-30 21:38:15
72,1079491428030402560,Ich mag das @YouTube-Video: http://youtu.be/At0advb9_fA?a  Powering stuff when there is a power outage,2018-12-30 21:36:27
73,1079491125398900738,"Also monitoring the potential for gusty winds along with the rain across the #Rochester area Monday evening-Tuesday morning.  Gusts could be on the order of 60-65 mph, which are strong enough to bring down trees and power lines and cause power outages.  #WxOnThe1s @SPECNewsROCpic.twitter.com/RY1p0rXC7X",2018-12-30 21:35:14
74,1079490819072118784,"@CityofCT Power outage in Plattekloof, Parow: Kensington Crescent.",2018-12-30 21:34:01
75,1079490474753298432,"@CityPowerJhb major power outage in Noordwyk. Streets out:
Mahogany (ref CP2305578); Kiaat; Blombos (ref CP2305595): Anaboom; 
Cedar; Cypress; Barclay; Acacia St West; Birch; Tambotie Crescent
Poplar (ref CPWEB2377703); Country View EXT 1 & 2 and Silvertree. Ref CPWEB2377701)",2018-12-30 21:32:39
76,1079490460681469953,I added a video to a @YouTube playlist http://youtu.be/7VDQU3hRV98?a  WARNING! What's behind the Power Outage In New York and Who's,2018-12-30 21:32:36
77,1079490449155522560,Isaa national blackout lol,2018-12-30 21:32:33
78,1079490268225777664,"Power outage in cedeberg citrusdal , municipality blames #Eskom",2018-12-30 21:31:50
79,1079490229810155525,"@CityPowerJhb 
Help. Power outage in Area.
City Power call ref is CPWEB2377712",2018-12-30 21:31:41
80,1079490104450826240,Apparently #denverairport had a power outage I wonder how??? pic.twitter.com/zjtP9aiN7S,2018-12-30 21:31:11
81,1079489825659633664,"Power outage reported at Kahawa Rd, Kenya.(kahawa road kahawa)",2018-12-30 21:30:05
82,1079489610093215744,"Adulting for me is: experiencing a power outage, attempting to write it in on the website, have it not find me, refusing to call it in because I dont want to talk to anyone directly, packing my dog up, go to my moms house in my dirty hooded sweatshirt, make a cup of coffee...",2018-12-30 21:29:13
83,1079489400524951553,"Sorry I haven't posted a Twitter update in a while.

Power Outage Update
All art is in, all design is done, we're now in editing mode.

Of the 10 or so sections that need to be reviewed, all are nearly done. 
1/2",2018-12-30 21:28:23
84,1079489112594399232,"We are aware of the power outage in your area, Technicians will be dispatched to work on restorations.^NJ",2018-12-30 21:27:15
85,1079489050447433734,"Hamilton and Bathgate, ND: An outage is affecting customers in your area. Crews are working to restore power. We expect the outage may be several hours as we work to safely make repairs. Thank you for your patience! Questions? Call us at 800-257-4044. pic.twitter.com/WxYMYwmACH",2018-12-30 21:27:00
86,1079488991521574913,"Watch ""WARNING! What's behind the Power Outage In New York and Who's Controlling It?"" on YouTube https://youtu.be/7VDQU3hRV98 ",2018-12-30 21:26:46
87,1079488893135847424,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/gEjBAIp0vR,2018-12-30 21:26:22
88,1079488594971148290,"Power outage again in Welgelegen. Last one was Friday night. Been holding for over 10 min to report it. Feels like living in Jozi again... 

@CityofCTAlerts @CityofCT",2018-12-30 21:25:11
89,1079488189574889474,"Wastewater, Sewage Flows into Lavon Lake After Power Outage http://on.nbcdfw.com/c8HEs2c pic.twitter.com/01hUPfMevm",2018-12-30 21:23:34
90,1079487851430064128,@CityofCT @Eskom_SA power outage in Hanover Park - what’s happening?,2018-12-30 21:22:14
91,1079487545988317185,"benefits of a 25 kW removable battery
(1 Energy efficiency on every day commute (less weight) 
(2 Home battery storage for power outage..(charging at night)
(3 Faster DC to DC charging (supercharging)
Swapping A 25 kW to battery may be more simple easy with no infrastructure",2018-12-30 21:21:01
92,1079487369647144961,@CityofCTAlerts power outage in plattekloof? What’s the issue?,2018-12-30 21:20:19
93,1079486877017743367,"Video: Electrical explosions, sparks light up Kenner sky before power outages http://www.wwltv.com/article/news/local/jefferson/video-electrical-explosions-sparks-light-up-kenner-sky-before-power-outages/289-64c3b654-0d8e-4bb9-b9e1-83d27ea5a247 …",2018-12-30 21:18:22
94,1079485955411709953,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/8hEK4BwlDB,2018-12-30 21:14:42
95,1079485783852101638,@CityPowerJhb please provide reason for power outage in Lenasia South,2018-12-30 21:14:01
96,1079485759554547721,"@City_Ekurhuleni power outage in spruitview guys, what's wrong?",2018-12-30 21:13:55
97,1079485671818039296,Wow power outage when I need to charge my phone ,2018-12-30 21:13:34
98,1079485445178703872,"Portrait received and approved!
After our big storms and power outages,  I  appreciate all BC Hydro workers more than ever!
#portraitcommission #claysculpture #bchydro https://www.instagram.com/p/BsBrANYBKxJ/?utm_source=ig_twitter_share&igshid=uaht5z4mtb8y …",2018-12-30 21:12:40
99,1079485260868567045,Lol nice try it was weather related high winds cause power outages,2018-12-30 21:11:56
100,1079484911763898369,*RED PILL AWAKEN: POWER OUTAGE! In Canada. Its happening! Get Ready... https://youtu.be/F4_zNWQutzw ,2018-12-30 21:10:33
101,1079484371634135041,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/ke2bJaZCX2,2018-12-30 21:08:24
102,1079483985888231427,"benefits of a 25 kW removable battery
(1 Energy efficiency on every day commute (less weight) 
(2 Home battery storage for power outage..(charging at night)
(3 Faster DC to DC charging (supercharging)
Swapping A 25 kW to battery may be more simple easy with no infrastructure",2018-12-30 21:06:52
103,1079483937188122624,"benefits of a 25 kW removable battery
(1 Energy efficiency on every day commute (less weight) 
(2 Home battery storage for power outage..(charging at night)
(3 Faster DC to DC charging (supercharging)
Swapping A 25 kW to battery may be more simple easy with no infrastructure",2018-12-30 21:06:41
104,1079483669960712192,"benefits of a 25 kW removable battery
(1 Energy efficiency on every day commute (less weight) 
(2 Home battery storage for power outage..(charging at night)
(3 Faster DC to DC charging (supercharging)
Swapping A 25 kW to battery may be more simple easy with no infrastructure",2018-12-30 21:05:37
105,1079483587643219968,"If you were trying to call the bookstore this morning to book your festival tickets, we had a power outage for a few hours but we are have  our power back now. 1-250-539-3340....",2018-12-30 21:05:17
106,1079483441765404672,When the foreigners experience power outage  pic.twitter.com/5Uc1j1ymLE,2018-12-30 21:04:43
107,1079483125883912192,"Read Power outage across Rancho Bernardo, neighboring communities: https://pb.fyi/4FHw ",2018-12-30 21:03:27
108,1079482068638281738,Another power outage. Another lost growth curve. pic.twitter.com/qk8PM9eXfr,2018-12-30 20:59:15
109,1079481984852869123,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/lG5t7aacRs,2018-12-30 20:58:55
110,1079481734817697792,"PG&E says 1,490 customers near Trinidad are experiencing a power outage. The power went off at my house for 2 or 3 minutes but came back on. I'm about a mile south of Trinidad proper.  PG&E gave me a robo  call at about 12:53 pm. The outage was about 12:45 pm. pic.twitter.com/MLpD7nnszU",2018-12-30 20:57:56
111,1079481638084587520,"CLOSED DUE TO POWER OUTAGE, SUNDAY DEC. 30 http://p0.vresp.com/2v72TF  #vr4smallbiz",2018-12-30 20:57:32
112,1079481398405316610,"No need, there was a power outage in big parts of the area where the cabin is. But it’s back now  ",2018-12-30 20:56:35
113,1079481068661682176,"THE TRUTH BEHIND CRAZY ESTIMATED BILLINGS AND POWER OUTAGES IN NIGERIA

Babatunde Raji Fashola:

To all those who daily engage me on the power situation in their respective places of abode and their experience... https://www.facebook.com/100010780870280/posts/752756885093667/ …",2018-12-30 20:55:17
114,1079480936062840832,"I'm very sorry to hear you're impacted by the power outage in Denver, and apologize for the inconvenience caused. The airport officials are currently working diligently to restore service, but don't have an estimated time of resolution to share just yet. -Kayla",2018-12-30 20:54:45
115,1079480109558448129,"In and out of urgent care in an hour, despite a power outage there. That has to be a record. Plus, everyone's okay!",2018-12-30 20:51:28
116,1079480004382261252,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/8xxk3kT5mM,2018-12-30 20:51:03
117,1079480002499014657,Nah. Enjoy the power outage and recharge yourself.,2018-12-30 20:51:03
118,1079479352402894849,Barely drizzled and there is power outage- kindly sort this out,2018-12-30 20:48:28
119,1079478016693043200,So was that your Russian bosses or North Korean friends with the 911 outages and the newspaper printing hacks? What about the Queens power plant? Are they sending you a message? Or the rest of us?  Seems like you should be on top of this instead of sulking and tweeting bs.,2018-12-30 20:43:09
120,1079477793812086784,Power outage,2018-12-30 20:42:16
121,1079477140570152961,"So there’s a power outage at the cabin. The 140 year old cabin up in the mountains, far away from people. And while we’ve been watching chess, drinking wine and playing cards, the entire cabin and the area around has been covered with snow. And my phone is at 10%. Bye. Forever. pic.twitter.com/xzejl0dq2S",2018-12-30 20:39:40
122,1079475736342343680,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/Pw5KT68lHl,2018-12-30 20:34:05
123,1079475520624939013,"Wind advisory issued for Northbay hills over 1000ft & as low as 500 w/ occasional gusts @ valley floors from late this evening (Sun 12/30) to Tues(1/1) AM. North 20-35 mph winds w/ gusts to 60. 
- Secure loose objects
- prepare for power outages 
- Report down power lines to 911 pic.twitter.com/ZfuOAQGgS0",2018-12-30 20:33:14
124,1079475262650310656,Seeing the push notification I wanted to visit blaze to get food and definitely a few of the lil snores but my wood lake square location was closed due to power outage ,2018-12-30 20:32:12
125,1079473759323447296,WARNING! What's behind the Power Outage In New York and Who's Controllin... https://youtu.be/7VDQU3hRV98  via @YouTube,2018-12-30 20:26:14
126,1079473495715823617,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/MuoBMZsqcM,2018-12-30 20:25:11
127,1079472492207636485,"Thank you! It's a superhero themed tabletop RPG for kids, called Power Outage. Should hopefully be getting released soon.",2018-12-30 20:21:12
128,1079472310128652289,WARNING! What's behind the Power Outage In New York and Who's Controllin... https://youtu.be/7VDQU3hRV98  via @YouTube,2018-12-30 20:20:29
129,1079471246407094277,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/DD6njvXCgB,2018-12-30 20:16:15
130,1079470976428064768,"Power outage reported at Kahawa Sukari Ave, Kenya.(kahawa sukari road)",2018-12-30 20:15:11
131,1079470774208073735,"Maybe not. Maybe so. We will see in time.....

Nothing can stop what is coming,  nothing.....

Not power outages , not presidential deaths , not govt shutdowns , not internet outages , nothing....

#WWG1WGA and that applies to all patriots and citizens. Even the left.",2018-12-30 20:14:22
132,1079469793290403845,"We've had a few mini power outages in my neighbourhood this evening and every time the power cuts and comes back on, every house alarm in the area goes off. Sorta funny really.",2018-12-30 20:10:28
133,1079469590445314048,Power Outage: 12:01AM: (100 premises) - North Warrandyte (100) Restoration: 02:30PM 31/12 See https://www.outagetracker.com.au  #vicPower,2018-12-30 20:09:40
134,1079469588956381185,"Power Outage: 06:43: (59 premises) - Seventeenth Street, Mildura - Restoration: 09:00 31-12-2018 Cause: Under investigation See https://www.powercor.com.au/power-outages  #vicPower",2018-12-30 20:09:40
135,1079469450146074624,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/vKNpX3UuME,2018-12-30 20:09:07
136,1079468861001412609,WARNING! What's behind the Power Outage In New York and Who's Controllin... https://youtu.be/7VDQU3hRV98  via @YouTube,2018-12-30 20:06:46
137,1079468340194635776,Power outage knocks out Sanders County 911 service - http://KPAX.com https://kpax.com/news/western-montana-news/2018/12/30/power-outage-knocks-out-sanders-county-911-service/ …,2018-12-30 20:04:42
138,1079467914099478528,power outage at the airport  what is goin onnnn,2018-12-30 20:03:00
139,1079467181585416194,"Power outage reported at Kisumu, Kenya.(kisumu)",2018-12-30 20:00:06
140,1079466748959703041,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/QCCfJVxey5,2018-12-30 19:58:23
141,1079466427084652544,I AM A CLAIRVOYANT. I predicted that there was going to be a power outage before the tourney started and as I was getting fuel for the power generator I predicted that the power outage went away because I was doing something about it LUL,2018-12-30 19:57:06
142,1079465141111017473,"Jason and I have been traveling since 1:30am. Our second flight had mechanical issues and we sat on the tarmac for almost two hours. DIA had a power outage right after we stepped off the plane, and now we are stuck on the train to baggage claim. Need more coffee. pic.twitter.com/zeg3ZEdFqF",2018-12-30 19:51:59
143,1079464369325518849,"@KenyaPower giving Kisumu West residents a horrendous service with frequent power outages, mostly at night. Surprised there are no torrents of complaints. May be they've given up on @KenyaPower.",2018-12-30 19:48:55
144,1079464300467638277,"Why don’t they bury their power cables? Less outages, less maintenance.",2018-12-30 19:48:39
145,1079464101649235970,"After experiencing a power outage halfway through our volunteer service, @CPCWest did not just survive but THRIVED this morning. So many people who shared how much they enjoyed worship & convicted/encouraged by the sermon. All because of AMAZING volunteers who stepped up! THANKS!",2018-12-30 19:47:51
146,1079463519202897920,Power Outage: 06:11AM: (111 premises) - Smiths Beach (110) Sunset Strip (1) Restoration: 12:30PM 31/12 See https://www.outagetracker.com.au  #vicPower,2018-12-30 19:45:33
147,1079463308820922368,@Zara in Roosevelt Field Mall temporarily closed because of power outage!! Not good,2018-12-30 19:44:42
148,1079463253577732096,"There was a power outage in NYC the other night Here's advance praise for my upcoming novel ""BLACKOUT"": https://bijanc.wordpress.com/2017/04/26/advance-praise-for-blackout/ …",2018-12-30 19:44:29
149,1079462995778912257,"Matching subs thru the 31st!
Going live now sorry for outage earlier I kicked my power strip LUL.
Come hang out for the afternoon stream!",2018-12-30 19:43:28
150,1079462000105869313,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/BxpBSrp2Ti,2018-12-30 19:39:30
151,1079461464224743424,Cuomo brought an alien mask to news conference on power outage that cast eerie blue light over NYC - Daily Mail http://ow.ly/Vabz101q1ja pic.twitter.com/Bh04Y2OCq3,2018-12-30 19:37:23
152,1079461035952754689,"Nobody does quirky news stories like Florida does. From a power outage notice that included a warning about zombies to a tiger that went to prom –– the past 12 months of headlines have been no exception.
http://bit.ly/2GOJvW8  IS KOD EGO-IS ILLUSIONhttp://bit.ly/2GOJvW8 ",2018-12-30 19:35:41
153,1079460881782722566,"Nobody does quirky news stories like Florida does. From a power outage notice that included a warning about zombies to a tiger that went to prom –– the past 12 months of headlines have been no exception.
http://bit.ly/2GOJvW8  IS KOD EGO-IS ILLUSIONhttps://twitter.com/NPR/status/1079460110240440320 …",2018-12-30 19:35:04
154,1079460752124190720,"Hey @IKEAUSA, wondering if there's any word on when the Stoughton store will be reopening after their power outage today. They've shut down their customer service line and closed their Twitter in February. – at IKEA Stoughton",2018-12-30 19:34:33
155,1079460544300470272,"Remember all the chaos last year? Airport ruckus, flights, power outages? This all HAPPENED A YEAR AGO! But it’s coming back around because it’s time for the FUCKING SHEEP TO WAKE THE HELL UP!! #qanon",2018-12-30 19:33:43
